date,total_gen_actual,total_gen_programmed,total_capacity,active_stations,wind_energy,solar_energy,other_renewable_energy,total_renewable_energy,total_generation,renewable_share_pct,gen_deviation_pct,year,week,month_start,dow
2017-11-11,3175.6,3166.83,271062.43,483,,,,,3175.6,0.0,0.28,2017,45,2017-11-01,5
2017-11-12,3053.14,3164.33,271062.43,483,,,,,3053.14,0.0,-3.51,2017,45,2017-11-01,6
2017-11-13,3208.91,3154.88,271062.43,483,,,,,3208.91,0.0,1.71,2017,46,2017-11-01,0
2017-11-14,3208.91,3154.88,271062.43,483,,,,,3208.91,0.0,1.71,2017,46,2017-11-01,1
2017-11-15,3165.32,3163.16,271062.43,483,,,,,3165.32,0.0,0.07,2017,46,2017-11-01,2
2017-11-16,3150.37,3170.62,271062.43,483,,,,,3150.37,0.0,-0.64,2017,46,2017-11-01,3
2017-11-17,3166.33,3165.24,271062.43,483,,,,,3166.33,0.0,0.03,2017,46,2017-11-01,4
2017-11-18,3143.34,3162.25,271062.43,483,,,,,3143.34,0.0,-0.6,2017,46,2017-11-01,5
2017-11-19,3058.14,3199.92,271062.43,483,,,,,3058.14,0.0,-4.43,2017,46,2017-11-01,6
2017-11-20,3109.39,3166.81,271062.43,483,,,,,3109.39,0.0,-1.81,2017,47,2017-11-01,0
2017-11-21,3144.9,3166.31,270607.43,483,,,,,3144.9,0.0,-0.68,2017,47,2017-11-01,1
2017-11-22,3164.75,3156.76,270607.43,483,,,,,3164.75,0.0,0.25,2017,47,2017-11-01,2
2017-11-23,3171.06,3175.26,270607.43,483,,,,,3171.06,0.0,-0.13,2017,47,2017-11-01,3
2017-11-24,3214.34,3175.26,270607.43,483,,,,,3214.34,0.0,1.23,2017,47,2017-11-01,4
2017-11-25,3160.17,3179.91,270607.43,483,,,,,3160.17,0.0,-0.62,2017,47,2017-11-01,5
2017-11-26,3045.4,3182.82,270607.43,483,,,,,3045.4,0.0,-4.32,2017,47,2017-11-01,6
2017-11-27,3177.0,3245.21,273817.43,484,,,,,3177.0,0.0,-2.1,2017,48,2017-11-01,0
2017-11-28,3183.96,3204.39,270607.43,483,,,,,3183.96,0.0,-0.64,2017,48,2017-11-01,1
2017-11-29,3170.94,3248.52,273817.43,484,,,,,3170.94,0.0,-2.39,2017,48,2017-11-01,2
2017-11-30,3075.75,3208.37,270648.43,483,,,,,3075.75,0.0,-4.13,2017,48,2017-11-01,3
2017-12-01,3030.13,3089.05,270648.43,483,,,,,3030.13,0.0,-1.91,2017,48,2017-12-01,4
2017-12-02,3035.48,3110.35,270648.43,483,,,,,3035.48,0.0,-2.41,2017,48,2017-12-01,5
2017-12-03,2941.78,3111.87,270648.43,483,,,,,2941.78,0.0,-5.47,2017,48,2017-12-01,6
2017-12-04,3026.38,3125.23,270648.43,483,,,,,3026.38,0.0,-3.16,2017,49,2017-12-01,0
2017-12-05,2956.42,3115.73,270648.43,483,,,,,2956.42,0.0,-5.11,2017,49,2017-12-01,1
2017-12-06,3001.28,3135.28,270648.43,483,,,,,3001.28,0.0,-4.27,2017,49,2017-12-01,2
2017-12-07,3059.93,3135.28,270648.43,483,,,,,3059.93,0.0,-2.4,2017,49,2017-12-01,3
2017-12-08,3113.05,3135.28,270648.43,483,,,,,3113.05,0.0,-0.71,2017,49,2017-12-01,4
2017-12-09,3126.03,3130.88,270648.43,483,,,,,3126.03,0.0,-0.15,2017,49,2017-12-01,5
2017-12-10,3076.84,3158.92,273858.43,484,,,,,3076.84,0.0,-2.6,2017,49,2017-12-01,6
2017-12-11,3087.17,3133.86,270648.43,483,,,,,3087.17,0.0,-1.49,2017,50,2017-12-01,0
2017-12-12,3095.23,3125.37,270648.43,483,,,,,3095.23,0.0,-0.96,2017,50,2017-12-01,1
2017-12-13,3207.83,3136.42,270648.43,483,,,,,3207.83,0.0,2.28,2017,50,2017-12-01,2
2017-12-14,3149.0,3146.98,270648.43,483,,,,,3149.0,0.0,0.06,2017,50,2017-12-01,3
2017-12-15,3136.94,3131.91,270648.43,483,,,,,3136.94,0.0,0.16,2017,50,2017-12-01,4
2017-12-16,3036.68,3168.34,270648.43,483,,,,,3036.68,0.0,-4.16,2017,50,2017-12-01,5
2017-12-17,2958.84,3164.26,270648.43,483,,,,,2958.84,0.0,-6.49,2017,50,2017-12-01,6
2017-12-18,3092.34,3167.69,270648.43,483,,,,,3092.34,0.0,-2.38,2017,51,2017-12-01,0
2017-12-19,3122.22,3167.48,270648.43,483,,,,,3122.22,0.0,-1.43,2017,51,2017-12-01,1
2017-12-20,3174.43,3169.69,270648.43,483,,,,,3174.43,0.0,0.15,2017,51,2017-12-01,2
2017-12-21,3166.32,3179.1,270648.43,483,,,,,3166.32,0.0,-0.4,2017,51,2017-12-01,3
2017-12-22,3191.87,3183.99,270648.43,483,,,,,3191.87,0.0,0.25,2017,51,2017-12-01,4
2017-12-23,3193.08,3186.54,270648.43,483,,,,,3193.08,0.0,0.21,2017,51,2017-12-01,5
2017-12-24,3113.4,3181.84,270648.43,483,,,,,3113.4,0.0,-2.15,2017,51,2017-12-01,6
2017-12-25,3157.76,3181.84,270648.43,483,,,,,3157.76,0.0,-0.76,2017,52,2017-12-01,0
2017-12-26,3232.49,3207.18,270648.43,483,,,,,3232.49,0.0,0.79,2017,52,2017-12-01,1
2017-12-27,3218.1,3218.17,270648.43,483,,,,,3218.1,0.0,-0.0,2017,52,2017-12-01,2
2017-12-28,3215.67,3226.6,270648.43,483,,,,,3215.67,0.0,-0.34,2017,52,2017-12-01,3
2017-12-29,3226.75,3226.6,270648.43,483,,,,,3226.75,0.0,0.0,2017,52,2017-12-01,4
2017-12-30,3213.53,3231.0,270648.43,483,,,,,3213.53,0.0,-0.54,2017,52,2017-12-01,5
2017-12-31,3137.87,3236.6,270648.43,483,,,,,3137.87,0.0,-3.05,2017,52,2017-12-01,6
2018-01-01,3139.68,3245.07,270648.43,483,,,,,3139.68,0.0,-3.25,2018,1,2018-01-01,0
2018-01-02,3223.06,3236.87,270648.43,483,,,,,3223.06,0.0,-0.43,2018,1,2018-01-01,1
2018-01-03,3268.57,3236.87,270648.43,483,,,,,3268.57,0.0,0.98,2018,1,2018-01-01,2
2018-01-04,3299.66,3239.37,270648.43,483,,,,,3299.66,0.0,1.86,2018,1,2018-01-01,3
2018-01-05,3324.97,3242.0,270648.43,483,,,,,3324.97,0.0,2.56,2018,1,2018-01-01,4
2018-01-06,3294.73,3237.48,270648.43,483,,,,,3294.73,0.0,1.77,2018,1,2018-01-01,5
2018-01-07,3181.15,3234.65,270648.43,483,,,,,3181.15,0.0,-1.65,2018,1,2018-01-01,6
2018-01-08,3254.92,3231.74,270648.43,483,,,,,3254.92,0.0,0.72,2018,2,2018-01-01,0
2018-01-09,3273.13,3249.82,270648.43,483,,,,,3273.13,0.0,0.72,2018,2,2018-01-01,1
2018-01-10,3286.71,3240.66,270648.43,483,,,,,3286.71,0.0,1.42,2018,2,2018-01-01,2
2018-01-11,3318.16,3246.12,270648.43,483,,,,,3318.16,0.0,2.22,2018,2,2018-01-01,3
2018-01-12,3357.42,3246.12,270648.43,483,,,,,3357.42,0.0,3.43,2018,2,2018-01-01,4
2018-01-13,3353.53,3256.33,270648.43,483,,,,,3353.53,0.0,2.98,2018,2,2018-01-01,5
2018-01-14,3134.4,3256.33,270648.43,483,,,,,3134.4,0.0,-3.74,2018,2,2018-01-01,6
2018-01-15,3168.67,3256.77,270648.43,483,,,,,3168.67,0.0,-2.71,2018,3,2018-01-01,0
2018-01-16,3271.96,3254.1,270648.43,483,,,,,3271.96,0.0,0.55,2018,3,2018-01-01,1
2018-01-17,3332.8,3243.41,270648.43,483,,,,,3332.8,0.0,2.76,2018,3,2018-01-01,2
2018-01-18,3307.93,3243.41,270648.43,483,,,,,3307.93,0.0,1.99,2018,3,2018-01-01,3
2018-01-19,3309.69,3243.41,271248.43,483,,,,,3309.69,0.0,2.04,2018,3,2018-01-01,4
2018-01-20,3299.48,3238.99,271248.43,483,,,,,3299.48,0.0,1.87,2018,3,2018-01-01,5
2018-01-21,3196.5,3238.99,271498.43,483,,,,,3196.5,0.0,-1.31,2018,3,2018-01-01,6
2018-01-22,3276.08,3243.06,271498.43,483,,,,,3276.08,0.0,1.02,2018,4,2018-01-01,0
2018-01-23,3266.44,3240.37,271498.43,483,,,,,3266.44,0.0,0.8,2018,4,2018-01-01,1
2018-01-24,3278.99,3238.18,271498.43,483,,,,,3278.99,0.0,1.26,2018,4,2018-01-01,2
2018-01-25,3315.49,3229.93,271498.43,483,,,,,3315.49,0.0,2.65,2018,4,2018-01-01,3
2018-01-26,3141.73,3239.05,271498.43,483,,,,,3141.73,0.0,-3.0,2018,4,2018-01-01,4
2018-01-27,3227.38,3239.77,271498.43,483,,,,,3227.38,0.0,-0.38,2018,4,2018-01-01,5
2018-01-28,3197.61,3242.68,271498.43,483,,,,,3197.61,0.0,-1.39,2018,4,2018-01-01,6
2018-01-29,3272.59,3246.51,271498.43,483,,,,,3272.59,0.0,0.8,2018,5,2018-01-01,0
2018-01-30,3264.43,3246.51,271498.43,483,,,,,3264.43,0.0,0.55,2018,5,2018-01-01,1
2018-01-31,3271.68,3250.51,271498.43,483,,,,,3271.68,0.0,0.65,2018,5,2018-01-01,2
2018-02-01,3266.17,3288.36,271498.43,483,,,,,3266.17,0.0,-0.67,2018,5,2018-02-01,3
2018-02-02,3286.4,3288.36,271498.43,483,,,,,3286.4,0.0,-0.06,2018,5,2018-02-01,4
2018-02-03,3251.58,3289.67,271498.43,483,,,,,3251.58,0.0,-1.16,2018,5,2018-02-01,5
2018-02-04,3121.67,3289.67,271498.43,483,,,,,3121.67,0.0,-5.11,2018,5,2018-02-01,6
2018-02-05,3233.32,3289.67,271498.43,483,,,,,3233.32,0.0,-1.71,2018,6,2018-02-01,0
2018-02-06,3315.0,3296.36,271498.43,483,,,,,3315.0,0.0,0.57,2018,6,2018-02-01,1
2018-02-07,3354.14,3296.36,271498.43,483,,,,,3354.14,0.0,1.75,2018,6,2018-02-01,2
2018-02-08,3332.06,3296.36,271498.43,483,,,,,3332.06,0.0,1.08,2018,6,2018-02-01,3
2018-02-09,3362.22,3314.96,271498.43,483,,,,,3362.22,0.0,1.43,2018,6,2018-02-01,4
2018-02-10,3335.47,3314.96,271498.43,483,,,,,3335.47,0.0,0.62,2018,6,2018-02-01,5
2018-02-11,3110.5,3311.56,271498.43,483,,,,,3110.5,0.0,-6.07,2018,6,2018-02-01,6
2018-02-12,3107.55,3309.06,271498.43,483,,,,,3107.55,0.0,-6.09,2018,7,2018-02-01,0
2018-02-13,3141.71,3309.06,271498.43,483,,,,,3141.71,0.0,-5.06,2018,7,2018-02-01,1
2018-02-14,3112.84,3309.06,271498.43,483,,,,,3112.84,0.0,-5.93,2018,7,2018-02-01,2
2018-02-15,3163.81,3337.23,271498.43,483,,,,,3163.81,0.0,-5.2,2018,7,2018-02-01,3
2018-02-16,3275.76,3340.08,271498.43,483,,,,,3275.76,0.0,-1.93,2018,7,2018-02-01,4
2018-02-17,3290.26,3340.08,271498.43,483,,,,,3290.26,0.0,-1.49,2018,7,2018-02-01,5
2018-02-18,3185.22,3347.08,271498.43,483,,,,,3185.22,0.0,-4.84,2018,7,2018-02-01,6
2018-02-19,3256.34,3356.88,271498.43,483,,,,,3256.34,0.0,-3.0,2018,8,2018-02-01,0
2018-02-20,3331.46,3351.7200000000003,271498.43,483,,,,,3331.46,0.0,-0.6,2018,8,2018-02-01,1
2018-02-21,3343.78,3361.7200000000003,271498.43,483,,,,,3343.78,0.0,-0.53,2018,8,2018-02-01,2
2018-02-22,3376.68,3366.14,271245.53,483,,,,,3376.68,0.0,0.31,2018,8,2018-02-01,3
2018-02-23,3356.41,3367.54,271245.51,483,,,,,3356.41,0.0,-0.33,2018,8,2018-02-01,4
2018-02-24,3293.42,3367.54,271245.51,483,,,,,3293.42,0.0,-2.2,2018,8,2018-02-01,5
2018-02-25,3192.26,3366.87,271245.51,483,,,,,3192.26,0.0,-5.19,2018,8,2018-02-01,6
2018-02-26,3329.05,3366.23,271245.51,483,,,,,3329.05,0.0,-1.1,2018,9,2018-02-01,0
2018-02-27,3383.81,3370.73,271245.51,483,,,,,3383.81,0.0,0.39,2018,9,2018-02-01,1
2018-02-28,3449.87,3377.23,271245.51,483,,,,,3449.87,0.0,2.15,2018,9,2018-02-01,2
2018-03-01,3408.54,3419.1,271245.51,483,,,,,3408.54,0.0,-0.31,2018,9,2018-03-01,3
2018-03-02,3101.35,3419.1,271245.51,483,,,,,3101.35,0.0,-9.29,2018,9,2018-03-01,4
2018-03-03,3158.66,3420.97,271245.51,483,,,,,3158.66,0.0,-7.67,2018,9,2018-03-01,5
2018-03-04,3243.33,3420.97,271245.51,483,,,,,3243.33,0.0,-5.19,2018,9,2018-03-01,6
2018-03-05,3347.0,3416.22,271245.51,483,,,,,3347.0,0.0,-2.03,2018,10,2018-03-01,0
2018-03-06,3384.53,3415.57,271245.51,483,,,,,3384.53,0.0,-0.91,2018,10,2018-03-01,1
2018-03-07,3395.42,3412.29,271245.51,483,,,,,3395.42,0.0,-0.49,2018,10,2018-03-01,2
2018-03-08,3412.36,3411.64,271245.51,483,,,,,3412.36,0.0,0.02,2018,10,2018-03-01,3
2018-03-09,3401.97,3411.64,271245.51,483,,,,,3401.97,0.0,-0.28,2018,10,2018-03-01,4
2018-03-10,3390.57,3411.64,271245.51,483,,,,,3390.57,0.0,-0.62,2018,10,2018-03-01,5
2018-03-11,3306.57,3414.79,271245.51,483,,,,,3306.57,0.0,-3.17,2018,10,2018-03-01,6
2018-03-12,3393.98,3415.49,271245.51,483,,,,,3393.98,0.0,-0.63,2018,11,2018-03-01,0
2018-03-13,3423.34,3408.59,271245.51,483,,,,,3423.34,0.0,0.43,2018,11,2018-03-01,1
2018-03-14,3418.01,3398.44,271245.51,483,,,,,3418.01,0.0,0.58,2018,11,2018-03-01,2
2018-03-15,3465.52,3397.83,271035.51,483,,,,,3465.52,0.0,1.99,2018,11,2018-03-01,3
2018-03-16,3419.07,3397.18,271035.51,483,,,,,3419.07,0.0,0.64,2018,11,2018-03-01,4
2018-03-17,3298.63,3397.83,271145.51,483,,,,,3298.63,0.0,-2.92,2018,11,2018-03-01,5
2018-03-18,3234.44,3397.83,271145.51,483,,,,,3234.44,0.0,-4.81,2018,11,2018-03-01,6
2018-03-19,3349.3,3398.48,271145.51,483,,,,,3349.3,0.0,-1.45,2018,12,2018-03-01,0
2018-03-20,3399.0,3399.13,271145.51,483,,,,,3399.0,0.0,-0.0,2018,12,2018-03-01,1
2018-03-21,3378.38,3403.11,271145.51,483,,,,,3378.38,0.0,-0.73,2018,12,2018-03-01,2
2018-03-22,3421.41,3406.96,271145.51,483,,,,,3421.41,0.0,0.42,2018,12,2018-03-01,3
2018-03-23,3465.34,3406.96,272545.51,483,,,,,3465.34,0.0,1.71,2018,12,2018-03-01,4
2018-03-24,3478.73,3406.96,272545.51,483,,,,,3478.73,0.0,2.11,2018,12,2018-03-01,5
2018-03-25,3356.12,3406.96,272545.51,483,,,,,3356.12,0.0,-1.49,2018,12,2018-03-01,6
2018-03-26,3496.6,3411.06,272545.51,483,,,,,3496.6,0.0,2.51,2018,13,2018-03-01,0
2018-03-27,3543.8,3411.71,272545.51,483,,,,,3543.8,0.0,3.87,2018,13,2018-03-01,1
2018-03-28,3569.53,3411.71,272545.51,483,,,,,3569.53,0.0,4.63,2018,13,2018-03-01,2
2018-03-29,3588.08,3412.36,272545.51,483,,,,,3588.08,0.0,5.15,2018,13,2018-03-01,3
2018-03-30,3491.06,3413.01,272545.51,483,,,,,3491.06,0.0,2.29,2018,13,2018-03-01,4
2018-03-31,3343.7,3415.54,272545.51,483,,,,,3343.7,0.0,-2.1,2018,13,2018-03-01,5
2018-04-01,3217.19,3413.32,274925.51,485,,,,,3217.19,0.0,-5.75,2018,13,2018-04-01,6
2018-04-02,3311.0,3413.32,274925.51,485,,,,,3311.0,0.0,-3.0,2018,14,2018-04-01,0
2018-04-03,3481.05,3377.34,274925.51,485,,,,,3481.05,0.0,3.07,2018,14,2018-04-01,1
2018-04-04,3527.41,3377.34,274925.51,485,,,,,3527.41,0.0,4.44,2018,14,2018-04-01,2
2018-04-05,3501.09,3377.34,274831.51,485,,,,,3501.09,0.0,3.66,2018,14,2018-04-01,3
2018-04-06,3483.23,3377.34,274925.51,485,,,,,3483.23,0.0,3.14,2018,14,2018-04-01,4
2018-04-07,3358.61,3377.34,274925.51,485,,,,,3358.61,0.0,-0.55,2018,14,2018-04-01,5
2018-04-08,3198.44,3377.34,274925.51,485,,,,,3198.44,0.0,-5.3,2018,14,2018-04-01,6
2018-04-09,3317.17,3377.34,274925.51,485,,,,,3317.17,0.0,-1.78,2018,15,2018-04-01,0
2018-04-10,3403.56,3376.97,274831.51,485,,,,,3403.56,0.0,0.79,2018,15,2018-04-01,1
2018-04-11,3368.13,3379.33,274831.51,485,,,,,3368.13,0.0,-0.33,2018,15,2018-04-01,2
2018-04-12,3339.59,3376.83,274831.51,485,,,,,3339.59,0.0,-1.1,2018,15,2018-04-01,3
2018-04-13,3422.17,3374.05,274831.51,485,,,,,3422.17,0.0,1.43,2018,15,2018-04-01,4
2018-04-14,3437.06,3367.14,274831.51,485,,,,,3437.06,0.0,2.08,2018,15,2018-04-01,5
2018-04-15,3310.53,3374.12,274831.51,485,,,,,3310.53,0.0,-1.88,2018,15,2018-04-01,6
2018-04-16,3502.52,3362.72,274831.51,485,,,,,3502.52,0.0,4.16,2018,16,2018-04-01,0
2018-04-17,3533.28,3358.09,274831.51,485,,,,,3533.28,0.0,5.22,2018,16,2018-04-01,1
2018-04-18,3489.5,3355.85,274831.51,485,,,,,3489.5,0.0,3.98,2018,16,2018-04-01,2
2018-04-19,3521.81,3355.85,274831.51,485,,,,,3521.81,0.0,4.95,2018,16,2018-04-01,3
2018-04-20,3442.07,3361.13,274831.51,485,,,,,3442.07,0.0,2.41,2018,16,2018-04-01,4
2018-04-21,3544.64,3366.45,274831.51,485,,,,,3544.64,0.0,5.29,2018,16,2018-04-01,5
2018-04-22,3391.21,3366.45,274831.51,485,,,,,3391.21,0.0,0.74,2018,16,2018-04-01,6
2018-04-23,3553.26,3366.45,274831.51,485,,,,,3553.26,0.0,5.55,2018,17,2018-04-01,0
2018-04-24,3566.35,3365.36,274831.51,485,,,,,3566.35,0.0,5.97,2018,17,2018-04-01,1
2018-04-25,3565.85,3365.36,274831.51,485,,,,,3565.85,0.0,5.96,2018,17,2018-04-01,2
2018-04-26,3580.08,3370.76,274831.51,485,,,,,3580.08,0.0,6.21,2018,17,2018-04-01,3
2018-04-27,3624.23,3370.76,274831.51,485,,,,,3624.23,0.0,7.52,2018,17,2018-04-01,4
2018-04-28,3614.21,3370.09,274831.51,485,,,,,3614.21,0.0,7.24,2018,17,2018-04-01,5
2018-04-29,3397.98,3372.59,274831.51,485,,,,,3397.98,0.0,0.75,2018,17,2018-04-01,6
2018-04-30,3358.69,3379.72,274831.51,485,,,,,3358.69,0.0,-0.62,2018,18,2018-04-01,0
2018-05-01,3255.82,3454.12,274711.51,485,,,,,3255.82,0.0,-5.74,2018,18,2018-05-01,1
2018-05-02,3352.46,3453.44,274711.51,485,,,,,3352.46,0.0,-2.92,2018,18,2018-05-01,2
2018-05-03,3261.07,3454.61,274711.51,485,,,,,3261.07,0.0,-5.6,2018,18,2018-05-01,3
2018-05-04,3437.57,3454.61,274711.51,485,,,,,3437.57,0.0,-0.49,2018,18,2018-05-01,4
2018-05-05,3571.27,3454.66,274711.51,485,,,,,3571.27,0.0,3.38,2018,18,2018-05-01,5
2018-05-06,3406.83,3458.7400000000002,274711.51,485,,,,,3406.83,0.0,-1.5,2018,18,2018-05-01,6
2018-05-07,3518.8,3458.7400000000002,274711.51,485,,,,,3518.8,0.0,1.74,2018,19,2018-05-01,0
